primary_key,address,neighborhood,geocoded_address,lat,lng,place_id,raw_url,maps_url
712,"R RIO CORGO, LT. 32",PADRE CRUZ,"R. do Rio Corgo 32, 1600 Lisboa, Portugal",38.7703334,-9.1903305,ChIJxRghNjXNHg0Ro3vjNHxH1h0,https://maps.googleapis.com/maps/api/geocode/json?address=R%20RIO%20CORGO%2C%20LT.%2032&key=AIzaSyCPsXQOyOEGN5vOiTi2Hy91FmguF56zuxI,"https://www.google.com/maps/search/?api=1&query=38.7703334,-9.1903305"
713,"R RIO DAO, LT. 38",PADRE CRUZ,"R. do Rio Dão 38, 1600-752 Lisboa, Portugal",38.7714092,-9.191079,ChIJxeeyXzXNHg0RyIER1OzZMeM,https://maps.googleapis.com/maps/api/geocode/json?address=R%20RIO%20DAO%2C%20LT.%2038&key=AIzaSyCPsXQOyOEGN5vOiTi2Hy91FmguF56zuxI,"https://www.google.com/maps/search/?api=1&query=38.7714092,-9.191079"
714,"R RIO TAVORA, LT. 37",PADRE CRUZ,"R. do Rio Távora 37, 1600-752 Lisboa, Portugal",38.7703737,-9.190734,ChIJNTmaRzXNHg0R8e9eXeQoPkI,https://maps.googleapis.com/maps/api/geocode/json?address=R%20RIO%20TAVORA%2C%20LT.%2037&key=AIzaSyCPsXQOyOEGN5vOiTi2Hy91FmguF56zuxI,"https://www.google.com/maps/search/?api=1&query=38.7703737,-9.190733999999999"
715,"R RIO TAVORA, LT. 43",PADRE CRUZ,"R. do Rio Távora 43, 1600-740 Lisboa, Portugal",38.7702853,-9.190975,ChIJNeNWPzXNHg0RGDsitB4QnrA,https://maps.googleapis.com/maps/api/geocode/json?address=R%20RIO%20TAVORA%2C%20LT.%2043&key=AIzaSyCPsXQOyOEGN5vOiTi2Hy91FmguF56zuxI,"https://www.google.com/maps/search/?api=1&query=38.7702853,-9.190975"
716,"R RIO TAMEGA, LT. 11",PADRE CRUZ,"R. Rio Tâmega 11, 1600-745 Lisboa, Portugal",38.7701597,-9.1892732,ChIJtcu7yMoyGQ0RFTK-SMu4yxg,https://maps.googleapis.com/maps/api/geocode/json?address=R%20RIO%20TAMEGA%2C%20LT.%2011&key=AIzaSyCPsXQOyOEGN5vOiTi2Hy91FmguF56zuxI,"https://www.google.com/maps/search/?api=1&query=38.7701597,-9.189273199999999"
717,"R RIO TAVORA, LT. 17",PADRE CRUZ,"R. do Rio Távora 17, 1600-746 Lisboa, Portugal",38.7706285,-9.189743,ChIJx1H0tMoyGQ0RKSghjGEsPFQ,https://maps.googleapis.com/maps/api/geocode/json?address=R%20RIO%20TAVORA%2C%20LT.%2017&key=AIzaSyCPsXQOyOEGN5vOiTi2Hy91FmguF56zuxI,"https://www.google.com/maps/search/?api=1&query=38.7706285,-9.189743"
718,"R RIO SABOR, LT. 75",PADRE CRUZ,"R. do Rio Sabor 75, 1600-830 Lisboa, Portugal",38.7726579,-9.1884399,ChIJ2Y_IabUyGQ0RD7X2aohTv_c,https://maps.googleapis.com/maps/api/geocode/json?address=R%20RIO%20SABOR%2C%20LT.%2075&key=AIzaSyCPsXQOyOEGN5vOiTi2Hy91FmguF56zuxI,"https://www.google.com/maps/search/?api=1&query=38.7726579,-9.188439899999999"
719,"R RIO DAO, LT. 34",PADRE CRUZ,"R. do Rio Dão 34, 1600-752 Lisboa, Portugal",38.7713935,-9.1910715,ChIJReREXjXNHg0RfNEGZKOgQk4,https://maps.googleapis.com/maps/api/geocode/json?address=R%20RIO%20DAO%2C%20LT.%2034&key=AIzaSyCPsXQOyOEGN5vOiTi2Hy91FmguF56zuxI,"https://www.google.com/maps/search/?api=1&query=38.77139349999999,-9.1910715"
720,"R RIO ALVA, LT. 3",PADRE CRUZ,"R. Rio Alva, 3 - Santo Antonio, Duque de Caxias - RJ, 25041-430, Brazil",-22.7356399,-43.3260943,EkdSLiBSaW8gQWx2YSwgMyAtIFNhbnRvIEFudG9uaW8sIER1cXVlIGRlIENheGlhcyAtIFJKLCAyNTA0MS00MzAsIEJyYXppbCIwEi4KFAoSCX_LPOkmcJkAEXBQ2WrMVm6eEAMqFAoSCecGADEhcJkAEVpO-QQl572g,https://maps.googleapis.com/maps/api/geocode/json?address=R%20RIO%20ALVA%2C%20LT.%203&key=AIzaSyCPsXQOyOEGN5vOiTi2Hy91FmguF56zuxI,"https://www.google.com/maps/search/?api=1&query=-22.7356399,-43.3260943"
721,"R RIO VIZELA, LT. 5",PADRE CRUZ,"R. do Rio Vizela 5, 1600-752 Lisboa, Portugal",38.7710776,-9.1900997,ChIJxVRhUjXNHg0R9qNmJ8yglqA,https://maps.googleapis.com/maps/api/geocode/json?address=R%20RIO%20VIZELA%2C%20LT.%205&key=AIzaSyCPsXQOyOEGN5vOiTi2Hy91FmguF56zuxI,"https://www.google.com/maps/search/?api=1&query=38.77107760000001,-9.1900997"
722,"R PROF FIDELINO FIGUEIREDO, LT. 76",PADRE CRUZ,"R. Prof. Fidelino de Figueiredo 76, 1600 Lisboa, Portugal",38.7691432,-9.1948859,ChIJibuv0TXNHg0R78_Hz-JCnoA,https://maps.googleapis.com/maps/api/geocode/json?address=R%20PROF%20FIDELINO%20FIGUEIREDO%2C%20LT.%2076&key=AIzaSyCPsXQOyOEGN5vOiTi2Hy91FmguF56zuxI,"https://www.google.com/maps/search/?api=1&query=38.76914319999999,-9.1948859"
723,"R RIO PAIVA, LT. 80",PADRE CRUZ,"R. do Rio Paiva 80, 1600-830 Lisboa, Portugal",38.7726495,-9.1886873,ChIJCbezQ7UyGQ0RVXLZgjEhpn0,https://maps.googleapis.com/maps/api/geocode/json?address=R%20RIO%20PAIVA%2C%20LT.%2080&key=AIzaSyCPsXQOyOEGN5vOiTi2Hy91FmguF56zuxI,"https://www.google.com/maps/search/?api=1&query=38.7726495,-9.1886873"
724,"R RIO PAIVA, LT. 20",PADRE CRUZ,"R. do Rio Paiva 20, 1600-746 Lisboa, Portugal",38.771195,-9.1888062,ChIJqdBoo8oyGQ0RYzqMJf6m360,https://maps.googleapis.com/maps/api/geocode/json?address=R%20RIO%20PAIVA%2C%20LT.%2020&key=AIzaSyCPsXQOyOEGN5vOiTi2Hy91FmguF56zuxI,"https://www.google.com/maps/search/?api=1&query=38.771195,-9.1888062"
725,"R RIO LABOREIRO, LT. 5",PADRE CRUZ,"R. do Rio Laboreiro 5, 1600-717 Lisboa, Portugal",38.7710992,-9.1867363,ChIJzUYNZcoyGQ0R3raYeov5WhE,https://maps.googleapis.com/maps/api/geocode/json?address=R%20RIO%20LABOREIRO%2C%20LT.%205&key=AIzaSyCPsXQOyOEGN5vOiTi2Hy91FmguF56zuxI,"https://www.google.com/maps/search/?api=1&query=38.77109919999999,-9.1867363"
726,"R PROF PAIS SILVA, LT. 30",PADRE CRUZ,"R. Prof. Pais da Silva 30, 1600-702 Lisboa, Portugal",38.7691311,-9.1917702,ChIJAalIHDXNHg0R6rZ04N4QjO8,https://maps.googleapis.com/maps/api/geocode/json?address=R%20PROF%20PAIS%20SILVA%2C%20LT.%2030&key=AIzaSyCPsXQOyOEGN5vOiTi2Hy91FmguF56zuxI,"https://www.google.com/maps/search/?api=1&query=38.7691311,-9.191770199999999"
727,"R ENG CALDEIRA RODRIGUES, N. 10",QUINTA BARROS,"R. Eng. Caldeira Rodrigues 10, 1600-231 Lisboa, Portugal",38.7538124,-9.1681866,ChIJHd8X598yGQ0Rcg9-g4vG0b0,https://maps.googleapis.com/maps/api/geocode/json?address=R%20ENG%20CALDEIRA%20RODRIGUES%2C%20N.%2010&key=AIzaSyCPsXQOyOEGN5vOiTi2Hy91FmguF56zuxI,"https://www.google.com/maps/search/?api=1&query=38.7538124,-9.1681866"
728,"R RIO SABOR, LT. 54",PADRE CRUZ,"R. do Rio Sabor 54, 1600-708 Lisboa, Portugal",38.7717066,-9.188371,ChIJKxC3n8oyGQ0R1L-eYfqpMbo,https://maps.googleapis.com/maps/api/geocode/json?address=R%20RIO%20SABOR%2C%20LT.%2054&key=AIzaSyCPsXQOyOEGN5vOiTi2Hy91FmguF56zuxI,"https://www.google.com/maps/search/?api=1&query=38.7717066,-9.188371"
729,"R RIO CORGO, LT. 31",PADRE CRUZ,"R. do Rio Corgo 31, 1600-740 Lisboa, Portugal",38.7702088,-9.1902224,ChIJsbvTNTXNHg0RqifARGD5pOo,https://maps.googleapis.com/maps/api/geocode/json?address=R%20RIO%20CORGO%2C%20LT.%2031&key=AIzaSyCPsXQOyOEGN5vOiTi2Hy91FmguF56zuxI,"https://www.google.com/maps/search/?api=1&query=38.7702088,-9.1902224"
730,"R RIO SABOR, LT. 62",PADRE CRUZ,"R. do Rio Sabor 62, 1600-830 Lisboa, Portugal",38.771995,-9.18832,ChIJH0MEYbUyGQ0RStme4hl1HAY,https://maps.googleapis.com/maps/api/geocode/json?address=R%20RIO%20SABOR%2C%20LT.%2062&key=AIzaSyCPsXQOyOEGN5vOiTi2Hy91FmguF56zuxI,"https://www.google.com/maps/search/?api=1&query=38.771995,-9.18832"
731,"R RIO TAMEGA, LT. 33",PADRE CRUZ,"R. Rio Tâmega 33, 1600-740 Lisboa, Portugal",38.7698837,-9.1903202,ChIJC_ZzMTXNHg0RCH5cP7s_xe4,https://maps.googleapis.com/maps/api/geocode/json?address=R%20RIO%20TAMEGA%2C%20LT.%2033&key=AIzaSyCPsXQOyOEGN5vOiTi2Hy91FmguF56zuxI,"https://www.google.com/maps/search/?api=1&query=38.7698837,-9.1903202"
732,"R RIO ALVA, LT. 17",PADRE CRUZ,"R. Rio Alva, 17 - Vila São José, Duque de Caxias - RJ, 25041-430, Brazil",-22.735444,-43.326141,ChIJzT_f7SZwmQARGQbwe7okxZg,https://maps.googleapis.com/maps/api/geocode/json?address=R%20RIO%20ALVA%2C%20LT.%2017&key=AIzaSyCPsXQOyOEGN5vOiTi2Hy91FmguF56zuxI,"https://www.google.com/maps/search/?api=1&query=-22.735444,-43.32614100000001"
733,"R PROF FIDELINO FIGUEIREDO, LT. 80",PADRE CRUZ,"R. Prof. Fidelino de Figueiredo 80, 1600 Lisboa, Portugal",38.7687803,-9.1955101,ChIJ1UWZfzbNHg0Ri6GWhbsSbE4,https://maps.googleapis.com/maps/api/geocode/json?address=R%20PROF%20FIDELINO%20FIGUEIREDO%2C%20LT.%2080&key=AIzaSyCPsXQOyOEGN5vOiTi2Hy91FmguF56zuxI,"https://www.google.com/maps/search/?api=1&query=38.7687803,-9.1955101"
734,"R RIO CAIA, LT. 55",PADRE CRUZ,"R. do Rio Caia 55, 1600-830 Lisboa, Portugal",38.7720302,-9.1872766,ChIJodWof7UyGQ0RSzgQ69xHraY,https://maps.googleapis.com/maps/api/geocode/json?address=R%20RIO%20CAIA%2C%20LT.%2055&key=AIzaSyCPsXQOyOEGN5vOiTi2Hy91FmguF56zuxI,"https://www.google.com/maps/search/?api=1&query=38.7720302,-9.187276599999999"
735,"R RIO CAIA, LT. 26",PADRE CRUZ,"R. do Rio Caia 26, 1600-708 Lisboa, Portugal",38.7714897,-9.1871587,ChIJwzlmh8oyGQ0Rr29dP-v_x5w,https://maps.googleapis.com/maps/api/geocode/json?address=R%20RIO%20CAIA%2C%20LT.%2026&key=AIzaSyCPsXQOyOEGN5vOiTi2Hy91FmguF56zuxI,"https://www.google.com/maps/search/?api=1&query=38.7714897,-9.1871587"
736,"R RIO PAIVA, LT. 82",PADRE CRUZ,"R. do Rio Paiva 82, 1600-830 Lisboa, Portugal",38.7728369,-9.1886741,ChIJF72hQbUyGQ0R0fPfk3tLMAg,https://maps.googleapis.com/maps/api/geocode/json?address=R%20RIO%20PAIVA%2C%20LT.%2082&key=AIzaSyCPsXQOyOEGN5vOiTi2Hy91FmguF56zuxI,"https://www.google.com/maps/search/?api=1&query=38.7728369,-9.1886741"
737,"R FERNANDO PITEIRA SANTOS, LT. 65",PADRE CRUZ,"R. Fernando Piteira Santos 65, 1600-455 Lisboa, Portugal",38.7682321,-9.1922233,ChIJgaOf8DTNHg0RYge8Qg65HF8,https://maps.googleapis.com/maps/api/geocode/json?address=R%20FERNANDO%20PITEIRA%20SANTOS%2C%20LT.%2065&key=AIzaSyCPsXQOyOEGN5vOiTi2Hy91FmguF56zuxI,"https://www.google.com/maps/search/?api=1&query=38.7682321,-9.1922233"
738,"R RIO COURA, LT. 56",PADRE CRUZ,"R. do Rio Coura 56, 1600-830 Lisboa, Portugal",38.7718375,-9.1879606,ChIJM7eCYrUyGQ0Rd9gqkB5QOmg,https://maps.googleapis.com/maps/api/geocode/json?address=R%20RIO%20COURA%2C%20LT.%2056&key=AIzaSyCPsXQOyOEGN5vOiTi2Hy91FmguF56zuxI,"https://www.google.com/maps/search/?api=1&query=38.7718375,-9.1879606"
739,"R RIO SABOR, LT. 69",PADRE CRUZ,"R. do Rio Sabor 69, 1600-830 Lisboa, Portugal",38.7725702,-9.1884421,ChIJm_U4aLUyGQ0RPHRqSJt_pY8,https://maps.googleapis.com/maps/api/geocode/json?address=R%20RIO%20SABOR%2C%20LT.%2069&key=AIzaSyCPsXQOyOEGN5vOiTi2Hy91FmguF56zuxI,"https://www.google.com/maps/search/?api=1&query=38.7725702,-9.1884421"
740,"R RIO SABOR, LT. 100",PADRE CRUZ,"R. do Rio Sabor 100, 1600-830 Lisboa, Portugal",38.7727462,-9.1882848,ChIJ76NlabUyGQ0RijwLy180nvg,https://maps.googleapis.com/maps/api/geocode/json?address=R%20RIO%20SABOR%2C%20LT.%20100&key=AIzaSyCPsXQOyOEGN5vOiTi2Hy91FmguF56zuxI,"https://www.google.com/maps/search/?api=1&query=38.7727462,-9.1882848"
741,"R RIO SABOR, LT. 61",PADRE CRUZ,"R. do Rio Sabor 61, 1600-830 Lisboa, Portugal",38.7724784,-9.1884443,ChIJh5h0aLUyGQ0R5xeBqkgvrWI,https://maps.googleapis.com/maps/api/geocode/json?address=R%20RIO%20SABOR%2C%20LT.%2061&key=AIzaSyCPsXQOyOEGN5vOiTi2Hy91FmguF56zuxI,"https://www.google.com/maps/search/?api=1&query=38.7724784,-9.1884443"
742,"R PROF ARSENIO NUNES, LT. 20",PADRE CRUZ,"R. Prof. Arsénio Nunes 20, 1600-597 Lisboa, Portugal",38.7686679,-9.1933858,ChIJO8V-TTTNHg0RwyMjT5vDT-s,https://maps.googleapis.com/maps/api/geocode/json?address=R%20PROF%20ARSENIO%20NUNES%2C%20LT.%2020&key=AIzaSyCPsXQOyOEGN5vOiTi2Hy91FmguF56zuxI,"https://www.google.com/maps/search/?api=1&query=38.7686679,-9.1933858"
743,"R ALM CAMPOS RODRIGUES, LT. 11",PEDRALVAS,"R. Alm. Campos Rodrigues 11, 1500-036 Lisboa, Portugal",38.7543092,-9.2078104,ChIJL4vJfXvNHg0RY8OGPfaaM7E,https://maps.googleapis.com/maps/api/geocode/json?address=R%20ALM%20CAMPOS%20RODRIGUES%2C%20LT.%2011&key=AIzaSyCPsXQOyOEGN5vOiTi2Hy91FmguF56zuxI,"https://www.google.com/maps/search/?api=1&query=38.75430920000001,-9.2078104"
744,"R PROF MILLER GUERRA, LT. 46",PADRE CRUZ,"R. Prof. Miller Guerra 46, 1600-647 Lisboa, Portugal",38.7695819,-9.1933442,ChIJK_QtpTXNHg0RMvQSJy_gOeY,https://maps.googleapis.com/maps/api/geocode/json?address=R%20PROF%20MILLER%20GUERRA%2C%20LT.%2046&key=AIzaSyCPsXQOyOEGN5vOiTi2Hy91FmguF56zuxI,"https://www.google.com/maps/search/?api=1&query=38.7695819,-9.1933442"
745,"R RIO ALVA, LT. 69",PADRE CRUZ,"R. do Rio Alva 69, 1600-830 Lisboa, Portugal",38.7723448,-9.1876349,ChIJd6cAe7UyGQ0RYojcSSFNrF8,https://maps.googleapis.com/maps/api/geocode/json?address=R%20RIO%20ALVA%2C%20LT.%2069&key=AIzaSyCPsXQOyOEGN5vOiTi2Hy91FmguF56zuxI,"https://www.google.com/maps/search/?api=1&query=38.7723448,-9.187634899999999"
746,"R RIO ALCOA, LT. 15",PADRE CRUZ,"R. do Rio Alcoa 15, 1600-746 Lisboa, Portugal",38.7713443,-9.1896994,ChIJQU16rMoyGQ0RSb399EMAPKQ,https://maps.googleapis.com/maps/api/geocode/json?address=R%20RIO%20ALCOA%2C%20LT.%2015&key=AIzaSyCPsXQOyOEGN5vOiTi2Hy91FmguF56zuxI,"https://www.google.com/maps/search/?api=1&query=38.7713443,-9.1896994"
747,"PRACA MACAU - R BENTO GONCALVES, N. 24",ARMADOR,Macao,22.198745,113.543873,ChIJ88g14uB6ATQR9qyFtCzje8Y,https://maps.googleapis.com/maps/api/geocode/json?address=PRACA%20MACAU%20-%20R%20BENTO%20GONCALVES%2C%20N.%2024&key=AIzaSyCPsXQOyOEGN5vOiTi2Hy91FmguF56zuxI,"https://www.google.com/maps/search/?api=1&query=22.198745,113.543873"
748,"R RIO ALVA, LT. 30",PADRE CRUZ,"R. Rio Alva, 30 - Santo Antonio, Duque de Caxias - RJ, 25041-430, Brazil",-22.7341683,-43.3260248,EkhSLiBSaW8gQWx2YSwgMzAgLSBTYW50byBBbnRvbmlvLCBEdXF1ZSBkZSBDYXhpYXMgLSBSSiwgMjUwNDEtNDMwLCBCcmF6aWwiMBIuChQKEgknYJ9bJnCZABEiRQS-ZHpqNBAeKhQKEgnnBgAxIXCZABFaTvkEJee9oA,https://maps.googleapis.com/maps/api/geocode/json?address=R%20RIO%20ALVA%2C%20LT.%2030&key=AIzaSyCPsXQOyOEGN5vOiTi2Hy91FmguF56zuxI,"https://www.google.com/maps/search/?api=1&query=-22.7341683,-43.3260248"
749,"R RIO ALVA, LT. 67",PADRE CRUZ,"R. do Rio Alva 67, 1600-830 Lisboa, Portugal",38.7722999,-9.1876334,ChIJ44Gne7UyGQ0R5N_K6DJ_5iA,https://maps.googleapis.com/maps/api/geocode/json?address=R%20RIO%20ALVA%2C%20LT.%2067&key=AIzaSyCPsXQOyOEGN5vOiTi2Hy91FmguF56zuxI,"https://www.google.com/maps/search/?api=1&query=38.7722999,-9.1876334"
750,"R RIO VIZELA, LT. 25",PADRE CRUZ,"R. do Rio Vizela 25, 1600-752 Lisboa, Portugal",38.7715563,-9.1900641,ChIJdR0JVTXNHg0RC8KcttXZLoQ,https://maps.googleapis.com/maps/api/geocode/json?address=R%20RIO%20VIZELA%2C%20LT.%2025&key=AIzaSyCPsXQOyOEGN5vOiTi2Hy91FmguF56zuxI,"https://www.google.com/maps/search/?api=1&query=38.7715563,-9.190064099999999"
751,"R RIO TAVORA, LT. 36",PADRE CRUZ,"R. do Rio Távora 36, 1600-752 Lisboa, Portugal",38.7704877,-9.1907171,ChIJ_RxNRjXNHg0RA8ygrH4f_2g,https://maps.googleapis.com/maps/api/geocode/json?address=R%20RIO%20TAVORA%2C%20LT.%2036&key=AIzaSyCPsXQOyOEGN5vOiTi2Hy91FmguF56zuxI,"https://www.google.com/maps/search/?api=1&query=38.7704877,-9.190717099999999"
752,"R RIO TAVORA, LT. 14",PADRE CRUZ,"R. do Rio Távora 14, 1600-746 Lisboa, Portugal",38.7708073,-9.1897163,ChIJtcGhs8oyGQ0R-kzq7q3XEW4,https://maps.googleapis.com/maps/api/geocode/json?address=R%20RIO%20TAVORA%2C%20LT.%2014&key=AIzaSyCPsXQOyOEGN5vOiTi2Hy91FmguF56zuxI,"https://www.google.com/maps/search/?api=1&query=38.7708073,-9.189716299999999"
753,"R RIO CEIRA, LT. 20",PADRE CRUZ,"R. do Rio Ceira 20, 1600-752 Lisboa, Portugal",38.7710954,-9.1907885,ChIJRZoDWzXNHg0RPmbuMf-2kuQ,https://maps.googleapis.com/maps/api/geocode/json?address=R%20RIO%20CEIRA%2C%20LT.%2020&key=AIzaSyCPsXQOyOEGN5vOiTi2Hy91FmguF56zuxI,"https://www.google.com/maps/search/?api=1&query=38.7710954,-9.1907885"
754,"R PROF PAIS SILVA, LT. 26",PADRE CRUZ,,,,,,
755,"R RIO TAVORA, LT. 19",PADRE CRUZ,"R. do Rio Távora 19, 1600-746 Lisboa, Portugal",38.7706201,-9.1898707,ChIJ41DItMoyGQ0RN45cqxET9nI,https://maps.googleapis.com/maps/api/geocode/json?address=R%20RIO%20TAVORA%2C%20LT.%2019&key=AIzaSyCPsXQOyOEGN5vOiTi2Hy91FmguF56zuxI,"https://www.google.com/maps/search/?api=1&query=38.7706201,-9.1898707"
756,"R RIO TAMEGA, LT. 15",PADRE CRUZ,"R. Rio Tâmega 15, 1600-745 Lisboa, Portugal",38.7701315,-9.1894768,ChIJ5QtIycoyGQ0Rp9Vf_wBlW_I,https://maps.googleapis.com/maps/api/geocode/json?address=R%20RIO%20TAMEGA%2C%20LT.%2015&key=AIzaSyCPsXQOyOEGN5vOiTi2Hy91FmguF56zuxI,"https://www.google.com/maps/search/?api=1&query=38.7701315,-9.1894768"
757,"R RIO CAIA, LT. 36 ",PADRE CRUZ,"R. do Rio Caia 36, 1600-708 Lisboa, Portugal",38.7716423,-9.1871612,ChIJ32ijgMoyGQ0RvkjuwbS5rq0,https://maps.googleapis.com/maps/api/geocode/json?address=R%20RIO%20CAIA%2C%20LT.%2036%20&key=AIzaSyCPsXQOyOEGN5vOiTi2Hy91FmguF56zuxI,"https://www.google.com/maps/search/?api=1&query=38.7716423,-9.1871612"
758,"R RIO TAMEGA, LT. 6",PADRE CRUZ,"R. Rio Tâmega 6, 1600-746 Lisboa, Portugal",38.7704299,-9.188921,ChIJpU9ax8oyGQ0RZgtKNDGy77I,https://maps.googleapis.com/maps/api/geocode/json?address=R%20RIO%20TAMEGA%2C%20LT.%206&key=AIzaSyCPsXQOyOEGN5vOiTi2Hy91FmguF56zuxI,"https://www.google.com/maps/search/?api=1&query=38.7704299,-9.188920999999999"
759,"R RIO LENA, LT. 80",PADRE CRUZ,"R. do Rio Lena 80, 1600-830 Lisboa, Portugal",38.7730085,-9.1890777,ChIJwb-PR7UyGQ0Rfxo_FLLXjUY,https://maps.googleapis.com/maps/api/geocode/json?address=R%20RIO%20LENA%2C%20LT.%2080&key=AIzaSyCPsXQOyOEGN5vOiTi2Hy91FmguF56zuxI,"https://www.google.com/maps/search/?api=1&query=38.7730085,-9.1890777"
760,"R RIO MIRA, LT. 10",PADRE CRUZ,"R. Rio Mira 10, 2865 Fernão Ferro, Portugal",38.5750852,-9.0716424,ChIJg9eaWhZJGQ0RqEywuQAbhRo,https://maps.googleapis.com/maps/api/geocode/json?address=R%20RIO%20MIRA%2C%20LT.%2010&key=AIzaSyCPsXQOyOEGN5vOiTi2Hy91FmguF56zuxI,"https://www.google.com/maps/search/?api=1&query=38.5750852,-9.0716424"
761,"R RIO SABOR, LT. 93",PADRE CRUZ,"R. do Rio Sabor 93, 1600-830 Lisboa, Portugal",38.7730949,-9.1884187,ChIJ6zQ1FbUyGQ0RPIt5G9Niqf4,https://maps.googleapis.com/maps/api/geocode/json?address=R%20RIO%20SABOR%2C%20LT.%2093&key=AIzaSyCPsXQOyOEGN5vOiTi2Hy91FmguF56zuxI,"https://www.google.com/maps/search/?api=1&query=38.7730949,-9.1884187"
762,"R RIO TORGAL, LT. 9",PADRE CRUZ,"R. do Rio Torgal 9, 1600-830 Lisboa, Portugal",38.7721822,-9.1896968,ChIJbTKtU7UyGQ0R8WQrWbN6dUg,https://maps.googleapis.com/maps/api/geocode/json?address=R%20RIO%20TORGAL%2C%20LT.%209&key=AIzaSyCPsXQOyOEGN5vOiTi2Hy91FmguF56zuxI,"https://www.google.com/maps/search/?api=1&query=38.7721822,-9.1896968"
763,"R RIO ALVA, LT. 25",PADRE CRUZ,"R. Rio Alva, 25 - Santo Antonio, Duque de Caxias - RJ, 25041-430, Brazil",-22.7352834,-43.3260852,EkhSLiBSaW8gQWx2YSwgMjUgLSBTYW50byBBbnRvbmlvLCBEdXF1ZSBkZSBDYXhpYXMgLSBSSiwgMjUwNDEtNDMwLCBCcmF6aWwiMBIuChQKEgl_yzzpJnCZABFwUNlqzFZunhAZKhQKEgnnBgAxIXCZABFaTvkEJee9oA,https://maps.googleapis.com/maps/api/geocode/json?address=R%20RIO%20ALVA%2C%20LT.%2025&key=AIzaSyCPsXQOyOEGN5vOiTi2Hy91FmguF56zuxI,"https://www.google.com/maps/search/?api=1&query=-22.7352834,-43.3260852"
764,"R RIO PAIVA, LT. 46",PADRE CRUZ,"R. do Rio Paiva 46, 1600-830 Lisboa, Portugal",38.7719522,-9.1887663,ChIJ3TLhXrUyGQ0R_VyYJJfOxHA,https://maps.googleapis.com/maps/api/geocode/json?address=R%20RIO%20PAIVA%2C%20LT.%2046&key=AIzaSyCPsXQOyOEGN5vOiTi2Hy91FmguF56zuxI,"https://www.google.com/maps/search/?api=1&query=38.7719522,-9.1887663"
765,"R RIO COURA, LT. 97",PADRE CRUZ,"R. do Rio Coura 97, 1600-830 Lisboa, Portugal",38.7727779,-9.1880101,ChIJFbOGbrUyGQ0RHmqm7BDbv9o,https://maps.googleapis.com/maps/api/geocode/json?address=R%20RIO%20COURA%2C%20LT.%2097&key=AIzaSyCPsXQOyOEGN5vOiTi2Hy91FmguF56zuxI,"https://www.google.com/maps/search/?api=1&query=38.7727779,-9.188010100000001"
766,"R RIO ALVA, LT. 49",PADRE CRUZ,"R. do Rio Alva 49, 1600-708 Lisboa, Portugal",38.7718152,-9.1877122,ChIJrXqagsoyGQ0RNBW1UyR5Iuo,https://maps.googleapis.com/maps/api/geocode/json?address=R%20RIO%20ALVA%2C%20LT.%2049&key=AIzaSyCPsXQOyOEGN5vOiTi2Hy91FmguF56zuxI,"https://www.google.com/maps/search/?api=1&query=38.77181520000001,-9.1877122"
767,"R RIO LENA, LT. 22",PADRE CRUZ,"R. Rio Lena, 22 - Central parque I, Extremoz - RN, 59575-000, Brazil",-5.7033543,-35.2926122,ChIJN-z8bDCpswcRiu483g6c7mk,https://maps.googleapis.com/maps/api/geocode/json?address=R%20RIO%20LENA%2C%20LT.%2022&key=AIzaSyCPsXQOyOEGN5vOiTi2Hy91FmguF56zuxI,"https://www.google.com/maps/search/?api=1&query=-5.7033543,-35.2926122"
768,"R RIO MIRA, LT. 17",PADRE CRUZ,"R. Rio Mira 17, 2865 Fernão Ferro, Portugal",38.5750354,-9.0712159,ChIJMZwgUhZJGQ0RzRuk5KqBC8A,https://maps.googleapis.com/maps/api/geocode/json?address=R%20RIO%20MIRA%2C%20LT.%2017&key=AIzaSyCPsXQOyOEGN5vOiTi2Hy91FmguF56zuxI,"https://www.google.com/maps/search/?api=1&query=38.5750354,-9.0712159"
769,"R RIO LENA, LT. 72",PADRE CRUZ,,,,,,
770,"R RIO DAO, LT. 5",PADRE CRUZ,"R. Rio Dão 5, 2865 Redondos, Portugal",38.5711259,-9.0749001,ChIJra5_aT5JGQ0Rk-CmA3_FZzc,https://maps.googleapis.com/maps/api/geocode/json?address=R%20RIO%20DAO%2C%20LT.%205&key=AIzaSyCPsXQOyOEGN5vOiTi2Hy91FmguF56zuxI,"https://www.google.com/maps/search/?api=1&query=38.5711259,-9.074900099999999"
771,"R PROF TIAGO DE OLIVEIRA, LT. 89",PADRE CRUZ,"R. Prof. Tiago de Oliveira 89, 1600-597 Lisboa, Portugal",38.7683885,-9.1948638,ChIJLfMX1DXNHg0Rk1_Vn005UsQ,https://maps.googleapis.com/maps/api/geocode/json?address=R%20PROF%20TIAGO%20DE%20OLIVEIRA%2C%20LT.%2089&key=AIzaSyCPsXQOyOEGN5vOiTi2Hy91FmguF56zuxI,"https://www.google.com/maps/search/?api=1&query=38.7683885,-9.1948638"
